Labels,Suffixes
0,"acağ,ız"
0,"acak,sınız"
0,"acak,lar"
0,"ıyor,um"
0,"ıyor,sun"
0,ıyor
0,"ıyor,uz"
0,"ıyor,sunuz"
0,"ıyor,lar"
0,"dı,m"
0,"dı,n"
0,dı
0,"dı,k"
0,"dı,nız"
0,"dı,lar"
0,"ıyor,du,m"
0,"ıyor,du,n"
0,"ıyor,du"
2,"ıyor,du,k"
2,"ıyor,du,nuz"
0,"ıyor,lar,dı"
0,"ma,m"
0,"ma,z,sın"
0,"ma,z"
0,"ma,yız"
0,"ma,z,sınız"
0,"ma,z,lar"
2,"m,ıyor,um"
0,"m,ıyor,sun"
0,"m,ıyor"
2,"m,ıyor,uz"
0,"m,ıyor,sunuz"
0,"m,ıyor,lar"
0,"ma,dı,m"
0,"ma,dı,n"
0,"ma,dı"
0,"ma,dı,k"
0,"ma,dı,nız"
0,"ma,dı,lar"
2,"m,ıyor,du,m"
2,"m,ıyor,du,n"
0,"m,ıyor,du"
2,"m,ıyor,du,k"
2,"m,ıyor,du,nuz"
0,"m,ıyor,du,lar"
0,"ma,yacağ,ım"
0,"ma,yacak,sın"
0,"ma,yacak"
0,"ma,yacağ,ız"
0,"ma,yacak,sınız"
0,"ma,yacak,lar"
0,-
0,-
0,-
2,-
2,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
2,-
2,-
2,-
2,-
2,-
0,-
0,-
0,-
0,-
0,-
0,-
2,-
0,-
0,-
0,-
0,-
0,-
0,-
2,-
0,-
2,-
2,-
2,-
0,-
2,-
0,-
2,-
0,-
0,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
0,-
2,-
2,-
0,-
2,"su,na"
2,"su,nda"
2,"su,ndan"
2,"su,nun"
2,"su,nu"
2,Zero→Verb+Pres+sun
1,"m,e"
1,de
1,"m,den"
1,in
1,"m,i"
1,-
2,"i,ne"
2,"i,nde"
2,"i,nden"
2,nin
2,"i,ni"
2,Imp+in
2,"i,ne"
2,"i,nde"
2,"i,nden"
2,nin
2,"i,ni"
2,-
0,"ler,im,e"
0,"ler,im,de"
0,"ler,im,den"
0,"ler,im,in"
0,"ler,im,i"
0,"ler,im"
0,"ler,i,ne"
0,"leri,nde"
0,"ler,i,nden"
0,"ler,i,nin"
0,"ler,i,ni"
0,"ler,in"
0,"ler,i,ne"
0,"leri,nde"
0,"ler,i,nden"
0,"ler,i,nin"
0,"ler,i,ni"
0,"ler,i"
0,"m,a"
0,"m,da"
0,"m,dan"
0,"m,ın"
0,"m,ı"
0,m
0,"n,a"
0,"n,da"
0,"n,dan"
0,nın
0,"n,ı"
0,n
0,"sı,na"
0,"sı,nda"
0,"sı,ndan"
0,"sı,nın"
0,"sı,nı"
0,sı
0,"lar,ım,a"
0,"lar,ım,da"
0,"lar,ım,dan"
0,"lar,ım,ın"
0,"lar,ım,ı"
0,"lar,ım"
0,"lar,ı,na"
0,"ları,nda"
0,"lar,ı,ndan"
0,"lar,ı,nın"
0,"lar,ı,nı"
0,"lar,ın"
0,"lar,ı,na"
0,"ları,nda"
0,"lar,ı,ndan"
0,"lar,ı,nın"
0,"lar,ı,nı"
0,"lar,ı"
0,"ım,a"
0,"ım,da"
0,"ım,dan"
0,"ım,ın"
0,"ım,ı"
0,ım
0,"ı,na"
0,"ı,nda"
0,"ı,ndan"
0,"ı,nın"
0,"ı,nı"
0,ın
0,"ı,na"
0,"ı,nda"
0,"ı,ndan"
0,"ı,nın"
0,"ı,nı"
0,ı
0,"lar,ım,a"
0,"lar,ım,da"
0,"lar,ım,dan"
0,"lar,ım,ın"
0,"lar,ım,ı"
0,"lar,ım"
0,"lar,ı,na"
0,"ları,nda"
0,"lar,ı,ndan"
0,"lar,ı,nın"
0,"lar,ı,nı"
0,"lar,ın"
0,"lar,ı,na"
0,"ları,nda"
0,"lar,ı,ndan"
0,"lar,ı,nın"
0,"lar,ı,nı"
0,"lar,ı"
2,"ler,im,e"
2,"ler,im,de"
2,"ler,im,den"
2,"ler,im,in"
2,"ler,im,i"
2,"ler,im"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,in"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,i"
2,"m,a"
2,"m,da"
2,"m,dan"
2,"m,ın"
2,"m,ı"
2,m
2,"n,a"
2,"n,da"
2,"n,dan"
2,nın
2,"n,ı"
2,n
2,"sı,na"
2,"sı,nda"
2,"sı,ndan"
2,"sı,nın"
2,"sı,nı"
2,sı
2,"lar,ım,a"
2,"lar,ım,da"
2,"lar,ım,dan"
2,"lar,ım,ın"
2,"lar,ım,ı"
2,"lar,ım"
2,"lar,ı,na"
2,"ları,nda"
2,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ın"
2,"lar,ı,na"
2,"ları,nda"
2,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ı"
0,"m,a"
0,"m,da"
0,"m,dan"
0,"m,ın"
0,"m,ı"
0,m
0,a
0,"ı,nda"
0,"ı,ndan"
0,Imp+ın
0,"ı,nı"
0,ın
0,"sı,na"
0,"sı,nda"
0,"sı,ndan"
0,"sı,nın"
0,"sı,nı"
0,sı
0,"lar,ım,a"
0,"lar,ım,da"
0,"lar,ım,dan"
0,"lar,ım,ın"
0,"lar,ım,ı"
0,"lar,ım"
0,"lar,ı,na"
0,"ları,nda"
0,"lar,ı,ndan"
0,"lar,ı,nın"
0,"lar,ı,nı"
0,"lar,ın"
0,"lar,ı,na"
0,"ları,nda"
0,"lar,ı,ndan"
0,"lar,ı,nın"
0,"lar,ı,nı"
0,"lar,ı"
2,"ım,a"
2,"ım,da"
2,"ım,dan"
2,"ım,ın"
2,"ım,ı"
2,ım
2,"ı,na"
2,"ı,nda"
2,"ı,ndan"
2,"ı,nın"
2,"ı,nı"
2,ın
2,"ı,na"
2,"ı,nda"
2,"ı,ndan"
2,"ı,nın"
2,"ı,nı"
2,ı
2,"lar,ım,a"
2,"lar,ım,da"
2,"lar,ım,dan"
2,"lar,ım,ın"
2,"lar,ım,ı"
2,"lar,ım"
2,"lar,ı,na"
2,"ları,nda"
2,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ın"
2,"lar,ı,na"
2,"ları,nda"
2,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ı"
0,"m,a"
0,"m,da"
0,"m,dan"
0,"m,un"
0,"m,u"
0,m
0,"n,a"
0,"n,da"
0,"n,dan"
0,nun
0,"n,u"
2,n
0,"su,na"
0,"su,nda"
0,"su,ndan"
0,"su,nun"
0,"su,nu"
0,su
0,"lar,ım,a"
0,"lar,ım,da"
0,"lar,ım,dan"
0,"lar,ım,ın"
0,"lar,ım,ı"
0,"lar,ım"
0,"lar,ı,na"
0,"ları,nda"
0,"lar,ı,ndan"
0,"lar,ı,nın"
0,"lar,ı,nı"
0,"lar,ın"
0,"lar,ı,na"
0,"ları,nda"
0,"lar,ı,ndan"
0,"lar,ı,nın"
0,"lar,ı,nı"
0,"lar,ı"
0,"ır,ım"
0,"ır,sın"
0,ır
0,"ır,ız"
0,"ır,sınız"
0,"ır,lar"
0,"acağ,ım"
0,"acak,sın"
0,acak
0,"acağ,ız"
0,"acak,sınız"
0,"acak,lar"
0,"ıyor,um"
0,"ıyor,sun"
0,ıyor
0,"ıyor,uz"
0,"ıyor,sunuz"
0,"ıyor,lar"
0,"dı,m"
0,"dı,n"
0,dı
0,"dı,k"
0,"dı,nız"
0,"dı,lar"
0,"ıyor,du,m"
0,"ıyor,du,n"
0,"ıyor,du"
0,"ıyor,du,k"
0,"ıyor,du,nuz"
0,"ıyor,lar,dı"
0,"ma,m"
0,"ma,z,sın"
0,"ma,z"
0,"ma,yız"
0,"ma,z,sınız"
0,"ma,z,lar"
0,"m,ıyor,um"
0,"m,ıyor,sun"
0,"m,ıyor"
0,"m,ıyor,uz"
0,"m,ıyor,sunuz"
0,"m,ıyor,lar"
0,"ma,dı,m"
0,"ma,dı,n"
0,"ma,dı"
0,"ma,dı,k"
0,"ma,dı,nız"
0,"ma,dı,lar"
0,"m,ıyor,du,m"
0,"m,ıyor,du,n"
0,"m,ıyor,du"
0,"m,ıyor,du,k"
0,"m,ıyor,du,nuz"
0,"m,ıyor,du,lar"
0,"ma,yacağ,ım"
0,"ma,yacak,sın"
0,"ma,yacak"
0,"ma,yacağ,ız"
0,"ma,yacak,sınız"
0,"ma,yacak,lar"
2,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
2,-
2,-
2,-
2,-
2,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
2,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
2,-
2,-
2,-
2,-
2,-
2,-
0,-
2,-
0,-
0,-
0,-
0,-
2,"ar,ım"
2,"ar,sın"
2,ar
2,"ar,ız"
2,"ar,sınız"
2,"ar,lar"
2,"acağ,ım"
2,"acak,sın"
2,acak
2,"acağ,ız"
2,"acak,sınız"
0,"acak,lar"
2,"ıyor,um"
2,"ıyor,sun"
2,ıyor
2,"ıyor,uz"
2,"ıyor,sunuz"
2,"ıyor,lar"
2,"tı,m"
2,"tı,n"
2,tı
2,"tı,k"
2,"tı,nız"
2,"tı,lar"
2,"ıyor,du,m"
2,"ıyor,du,n"
2,"ıyor,du"
2,"ıyor,du,k"
2,"ıyor,du,nuz"
2,"ıyor,lar,dı"
2,"ma,m"
2,"ma,z,sın"
2,"ma,z"
2,"ma,yız"
0,"ma,z,sınız"
2,"ma,z,lar"
0,"m,ıyor,um"
2,"m,ıyor,sun"
2,"m,ıyor"
2,"m,ıyor,uz"
2,"m,ıyor,sunuz"
2,"m,ıyor,lar"
2,"ma,dı,m"
2,"ma,dı,n"
2,"ma,dı"
2,"ma,dı,k"
0,"ma,dı,nız"
2,"ma,dı,lar"
2,"m,ıyor,du,m"
2,"m,ıyor,du,n"
2,"m,ıyor,du"
2,"m,ıyor,du,k"
2,"m,ıyor,du,nuz"
2,"m,ıyor,du,lar"
2,"ma,yacağ,ım"
2,"ma,yacak,sın"
2,"ma,yacak"
2,"ma,yacağ,ız"
0,"ma,yacak,sınız"
2,"ma,yacak,lar"
0,-
2,-
2,-
2,-
2,-
2,-
0,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
0,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,"ım,a"
2,"ım,da"
2,"ım,dan"
2,"ım,ın"
2,"ım,ı"
2,ım
2,"ı,na"
2,"ı,nda"
2,"ı,ndan"
2,"ı,nın"
2,"ı,nı"
2,ın
2,"ı,na"
2,"ı,nda"
2,"ı,ndan"
2,"ı,nın"
2,"ı,nı"
2,ı
2,"lar,ım,a"
2,"lar,ım,da"
2,"lar,ım,dan"
2,"lar,ım,ın"
2,"lar,ım,ı"
2,"lar,ım"
2,"lar,ı,na"
2,"ları,nda"
2,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ın"
2,"lar,ı,na"
2,"ları,nda"
2,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ı"
0,"im,e"
0,"im,de"
0,"im,den"
0,"im,in"
0,"im,i"
0,im
0,"i,ne"
0,"i,nde"
0,"i,nden"
0,"i,nin"
0,"i,ni"
0,in
0,"i,ne"
0,"i,nde"
0,"i,nden"
0,"i,nin"
0,"i,ni"
0,i
0,"ler,im,e"
0,"ler,im,de"
0,"ler,im,den"
0,"ler,im,in"
0,"ler,im,i"
0,"ler,im"
0,"ler,i,ne"
0,"leri,nde"
0,"ler,i,nden"
0,"ler,i,nin"
0,"ler,i,ni"
0,"ler,in"
0,"ler,i,ne"
0,"leri,nde"
0,"ler,i,nden"
0,"ler,i,nin"
0,"ler,i,ni"
0,"ler,i"
2,"r,im"
2,"r,sin"
2,-
2,"r,iz"
2,"r,siniz"
2,"r,ler"
2,"yeceğ,im"
2,"yecek,sin"
2,yecek
2,"yeceğ,iz"
2,"yecek,siniz"
2,"yecek,ler"
2,"iyor,um"
2,"iyor,sun"
2,iyor
2,"iyor,uz"
2,"iyor,sunuz"
2,"iyor,lar"
2,"di,m"
2,"di,n"
2,di
2,"di,k"
2,"di,niz"
2,"di,ler"
2,"iyor,du,m"
2,"iyor,du,n"
2,"iyor,du"
2,"iyor,du,k"
2,"iyor,du,nuz"
2,"iyor,lar,dı"
2,"me,m"
2,"me,z,sin"
2,"me,z"
2,"e,Pres+yiz"
2,"me,z,siniz"
2,"me,z,ler"
2,"m,iyor,um"
2,"m,iyor,sun"
2,"m,iyor"
2,"m,iyor,uz"
2,"m,iyor,sunuz"
2,"m,iyor,lar"
2,"me,di,m"
2,"me,di,n"
2,"me,di"
2,"me,di,k"
2,"me,di,niz"
2,"me,di,ler"
2,"m,iyor,du,m"
2,"m,iyor,du,n"
2,"m,iyor,du"
2,"m,iyor,du,k"
2,"m,iyor,du,nuz"
2,"m,iyor,du,lar"
2,"me,yeceğ,im"
2,"me,yecek,sin"
2,"me,yecek"
2,"me,yeceğ,iz"
2,"me,yecek,siniz"
2,"me,yecek,ler"
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,"r,ım"
2,"r,sın"
2,r
0,"yacağ,ım"
2,-
2,-
2,"dı,m"
2,-
2,-
2,"ıyor,um"
2,-
2,-
2,"r,ım"
2,"r,sın"
2,r
0,"yacağ,ım"
2,-
2,-
2,"dı,m"
2,-
2,-
2,"ıyor,um"
2,-
2,-
0,ma
2,-
0,Imp+ın
0,-
2,a
2,da
2,dan
2,ın
2,ı
2,-
0,"ı,na"
0,"ı,nda"
0,"ı,ndan"
0,"ı,nın"
0,"ı,nı"
0,Imp+ın
0,"ı,na"
0,"ı,nda"
0,"ı,ndan"
0,"ı,nın"
0,"ı,nı"
0,ı
0,"lar,ım,a"
0,"lar,ım,da"
2,"lar,ım,dan"
2,"lar,ım,ın"
0,"lar,ım,ı"
0,"lar,ım"
1,"lar,ı,na"
1,"ları,nda"
2,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ın"
1,"lar,ı,na"
1,"ları,nda"
2,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ı"
0,"ler,im,e"
0,"ler,im,de"
0,"ler,im,den"
0,"ler,im,in"
0,"ler,im,i"
0,"ler,im"
0,"ler,i,ne"
0,"leri,nde"
0,"ler,i,nden"
2,"ler,i,nin"
0,"ler,i,ni"
0,"ler,in"
0,"ler,i,ne"
0,"leri,nde"
0,"ler,i,nden"
2,"ler,i,nin"
0,"ler,i,ni"
0,"ler,i"
0,"ım,a"
0,"ım,da"
2,"ım,dan"
0,"ım,ın"
0,"ım,ı"
0,"a,yım"
0,"ı,na"
0,"ı,nda"
0,"ı,ndan"
0,"ı,nın"
0,"ı,nı"
0,ın
0,"ı,na"
0,"ı,nda"
0,"ı,ndan"
0,"ı,nın"
0,"ı,nı"
0,ı
0,"lar,ım,a"
0,"lar,ım,da"
0,"lar,ım,dan"
0,"lar,ım,ın"
0,"lar,ım,ı"
0,"lar,ım"
0,"lar,ı,na"
0,"ları,nda"
0,"lar,ı,ndan"
0,"lar,ı,nın"
0,"lar,ı,nı"
0,"lar,ın"
0,"lar,ı,na"
0,"ları,nda"
0,"lar,ı,ndan"
0,"lar,ı,nın"
0,"lar,ı,nı"
0,"lar,ı"
0,"im,e"
0,"im,de"
0,"im,den"
0,"im,in"
0,"im,i"
0,im
0,"i,ne"
0,"i,nde"
0,"i,nden"
0,in
0,"i,ni"
0,in
0,"i,ne"
0,"i,nde"
0,"i,nden"
0,in
0,"i,ni"
0,i
1,"ler,im,e"
2,"ler,im,de"
0,"ler,im,den"
1,"ler,im,in"
2,"ler,im,i"
0,"ler,im"
2,"ler,i,ne"
1,"leri,nde"
1,"ler,i,nden"
1,"ler,i,nin"
1,"ler,i,ni"
2,"ler,in"
2,"ler,i,ne"
1,"leri,nde"
1,"ler,i,nden"
1,"ler,i,nin"
1,"ler,i,ni"
2,"ler,i"
0,"ır,ım"
0,"ır,sın"
2,ır
0,"acağ,ım"
2,-
2,-
2,m
2,-
2,-
0,"ıyor,um"
2,-
2,-
2,"ır,ım"
2,"ır,sın"
2,ır
2,"ır,ız"
2,"ır,sınız"
2,"ır,lar"
2,"acağ,ım"
2,"acak,sın"
2,acak
2,"acağ,ız"
2,"acak,sınız"
2,"acak,lar"
2,"ıyor,um"
2,"ıyor,sun"
2,ıyor
2,"ıyor,uz"
2,"ıyor,sunuz"
2,"ıyor,lar"
2,"tı,m"
2,"tı,n"
2,tı
2,"tı,k"
2,"tı,nız"
2,"tı,lar"
2,"ıyor,du,m"
2,"ıyor,du,n"
2,"ıyor,du"
2,"ıyor,du,k"
2,"ıyor,du,nuz"
2,"ıyor,lar,dı"
2,"ma,m"
2,"ma,z,sın"
2,"ma,z"
2,"ma,yız"
2,"ma,z,sınız"
2,"ma,z,lar"
2,"m,ıyor,um"
2,"m,ıyor,sun"
2,"m,ıyor"
2,"m,ıyor,uz"
2,"m,ıyor,sunuz"
2,"m,ıyor,lar"
2,"ma,dı,m"
2,"ma,dı,n"
2,"ma,dı"
2,"ma,dı,k"
2,"ma,dı,nız"
2,"ma,dı,lar"
2,"m,ıyor,du,m"
2,"m,ıyor,du,n"
2,"m,ıyor,du"
2,"m,ıyor,du,k"
2,"m,ıyor,du,nuz"
2,"m,ıyor,du,lar"
2,"ma,yacağ,ım"
2,"ma,yacak,sın"
2,"ma,yacak"
2,"ma,yacağ,ız"
2,"ma,yacak,sınız"
2,"ma,yacak,lar"
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
0,"im,e"
0,"im,de"
0,"im,den"
0,"im,in"
0,"im,i"
0,im
0,"i,ne"
0,"i,nde"
0,"i,nden"
0,"i,nin"
0,"i,ni"
0,in
0,"i,ne"
0,"i,nde"
0,"i,nden"
0,"i,nin"
0,"i,ni"
0,i
0,"ler,im,e"
0,"ler,im,de"
0,"ler,im,den"
0,"ler,im,in"
0,"ler,im,i"
0,"ler,im"
0,"ler,i,ne"
0,"leri,nde"
0,"ler,i,nden"
0,"ler,i,nin"
0,"ler,i,ni"
0,"ler,in"
0,"ler,i,ne"
0,"leri,nde"
0,"ler,i,nden"
0,"ler,i,nin"
0,"ler,i,ni"
0,"ler,i"
0,"im,e"
0,"im,de"
0,"im,den"
0,"im,in"
0,"im,i"
2,im
2,"i,ne"
2,"i,nde"
2,"i,nden"
2,"i,nin"
2,"i,ni"
2,in
2,"i,ne"
2,"i,nde"
2,"i,nden"
2,"i,nin"
2,"i,ni"
2,i
0,"ler,im,e"
2,"ler,im,de"
0,"ler,im,den"
0,"ler,im,in"
2,"ler,im,i"
0,"ler,im"
0,"ler,i,ne"
2,"leri,nde"
0,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,in"
0,"ler,i,ne"
2,"leri,nde"
0,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,i"
1,"m,a"
1,"m,da"
1,"m,dan"
1,"m,un"
1,"m,u"
1,m
1,"n,a"
1,"n,da"
1,"n,dan"
1,nun
1,"n,u"
1,n
1,"su,na"
1,"su,nda"
1,"su,ndan"
1,"su,nun"
1,"su,nu"
1,su
1,"lar,ım,a"
1,"lar,ım,da"
1,"lar,ım,dan"
1,"lar,ım,ın"
1,"lar,ım,ı"
1,"lar,ım"
1,"lar,ı,na"
1,"ları,nda"
1,"lar,ı,ndan"
1,"lar,ı,nın"
1,"lar,ı,nı"
1,"lar,ın"
1,"lar,ı,na"
1,"ları,nda"
1,"lar,ı,ndan"
1,"lar,ı,nın"
1,"lar,ı,nı"
1,"lar,ı"
0,"im,e"
0,"im,de"
0,"im,den"
0,"im,in"
0,"im,i"
0,im
0,"i,ne"
0,"i,nde"
0,"i,nden"
0,"i,nin"
0,"i,ni"
0,in
0,"i,ne"
0,"i,nde"
0,"i,nden"
0,"i,nin"
0,"i,ni"
0,i
0,"ler,im,e"
0,"ler,im,de"
0,"ler,im,den"
0,"A3pl+im,in"
0,"ler,im,i"
0,A3pl+im
0,"ler,i,ne"
0,"leri,nde"
0,"ler,i,nden"
0,"A3pl+i,nin"
0,"ler,i,ni"
0,A3pl+in
0,"ler,i,ne"
0,"leri,nde"
0,"ler,i,nden"
0,"A3pl+i,nin"
0,"ler,i,ni"
0,A3pl+i
1,-
1,-
2,-
1,-
2,-
2,-
0,"ti,m"
2,-
2,-
1,-
2,-
2,-
2,"ım,a"
2,"ım,da"
1,"ım,dan"
1,"ım,ın"
2,"ım,ı"
2,ım
2,"ı,na"
0,"ı,nda"
0,"ı,ndan"
0,"ı,nın"
2,"ı,nı"
1,ın
2,"ı,na"
0,"ı,nda"
0,"ı,ndan"
0,"ı,nın"
2,"ı,nı"
2,ı
0,"lar,ım,a"
0,"lar,ım,da"
0,"lar,ım,dan"
1,"lar,ım,ın"
0,"lar,ım,ı"
1,"lar,ım"
0,"lar,ı,na"
0,"ları,nda"
0,"lar,ı,ndan"
1,"lar,ı,nın"
0,"lar,ı,nı"
1,"lar,ın"
0,"lar,ı,na"
0,"ları,nda"
0,"lar,ı,ndan"
1,"lar,ı,nın"
0,"lar,ı,nı"
1,"lar,ı"
1,-
1,-
2,-
1,-
2,-
2,-
0,"ti,m"
2,-
2,-
1,-
2,-
2,-
0,"ar,ım"
0,"ar,sın"
0,ar
0,"ar,ız"
0,"ar,sınız"
0,"ar,lar"
0,"acağ,ım"
0,"acak,sın"
0,acak
0,"acağ,ız"
0,"acak,sınız"
0,"acak,lar"
0,"uyor,um"
0,"uyor,sun"
0,uyor
0,"uyor,uz"
0,"uyor,sunuz"
0,"uyor,lar"
0,"du,m"
0,"du,n"
0,du
0,"du,k"
0,"du,nuz"
0,"du,lar"
0,"uyor,du,m"
0,"uyor,du,n"
0,"uyor,du"
0,"uyor,du,k"
0,"uyor,du,nuz"
0,"uyor,lar,dı"
0,"ma,m"
0,"ma,z,sın"
0,"ma,z"
0,"ma,yız"
0,"ma,z,sınız"
0,"ma,z,lar"
0,"m,uyor,um"
0,"m,uyor,sun"
0,"m,uyor"
0,"m,uyor,uz"
0,"m,uyor,sunuz"
0,"m,uyor,lar"
0,"ma,dı,m"
0,"ma,dı,n"
0,"ma,dı"
0,"ma,dı,k"
0,"ma,dı,nız"
0,"ma,dı,lar"
0,"m,uyor,du,m"
0,"m,uyor,du,n"
0,"m,uyor,du"
0,"m,uyor,du,k"
0,"m,uyor,du,nuz"
0,"m,uyor,du,lar"
0,"ma,yacağ,ım"
0,"ma,yacak,sın"
0,"ma,yacak"
0,"ma,yacağ,ız"
0,"ma,yacak,sınız"
0,"ma,yacak,lar"
2,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
2,-
2,-
2,-
2,-
2,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
2,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
0,-
0,-
0,-
0,-
0,-
0,a
0,da
0,dan
0,ın
0,ı
0,-
0,a
0,Imp+ın
0,-
0,"ür,üm"
0,"ür,sün"
0,ür
0,"ür,üz"
0,"ür,sünüz"
0,"ür,ler"
0,"eceğ,im"
0,"ecek,sin"
0,ecek
0,"eceğ,iz"
0,"ecek,siniz"
0,"ecek,ler"
0,"üyor,um"
0,"üyor,sun"
0,üyor
0,"üyor,uz"
0,"üyor,sunuz"
0,"üyor,lar"
0,"dü,m"
0,"dü,n"
0,dü
0,"dü,k"
0,"dü,nüz"
0,"dü,ler"
0,"üyor,du,m"
0,"üyor,du,n"
0,"üyor,du"
0,"üyor,du,k"
0,"üyor,du,nuz"
0,"üyor,lar,dı"
0,"me,m"
0,"me,z,sin"
2,"me,z"
0,"me,yiz"
0,"me,z,siniz"
0,"me,z,ler"
0,"m,üyor,um"
0,"m,üyor,sun"
0,"m,üyor"
0,"m,üyor,uz"
0,"m,üyor,sunuz"
0,"m,üyor,lar"
0,"me,di,m"
0,"me,di,n"
0,"me,di"
0,"me,di,k"
0,"me,di,niz"
0,"me,di,ler"
0,"m,üyor,du,m"
0,"m,üyor,du,n"
0,"m,üyor,du"
0,"m,üyor,du,k"
0,"m,üyor,du,nuz"
0,"m,üyor,du,lar"
0,"me,yeceğ,im"
0,"me,yecek,sin"
0,"me,yecek"
0,"me,yeceğ,iz"
0,"me,yecek,siniz"
0,"me,yecek,ler"
0,-
1,-
1,-
1,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
1,-
1,-
1,-
1,-
0,-
0,-
0,-
2,-
2,-
2,-
2,-
2,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
2,-
2,-
2,-
2,-
2,-
0,-
0,-
0,-
0,-
0,-
0,-
2,"um,a"
2,"um,da"
2,"um,dan"
2,"um,un"
2,"um,u"
2,um
2,"u,na"
2,"u,nda"
2,"u,ndan"
2,"u,nun"
2,"u,nu"
2,un
2,"u,na"
2,"u,nda"
2,"u,ndan"
2,"u,nun"
2,"u,nu"
2,u
2,"lar,ım,a"
2,"lar,ım,da"
2,"lar,ım,dan"
2,"lar,ım,ın"
2,"lar,ım,ı"
2,"lar,ım"
2,"lar,ı,na"
2,"ları,nda"
2,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ın"
2,"lar,ı,na"
2,"ları,nda"
2,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ı"
2,"ir,im"
2,"ir,sin"
2,ir
2,"ir,iz"
2,"ir,siniz"
2,"ir,ler"
2,"eceğ,im"
2,"ecek,sin"
2,ecek
2,"eceğ,iz"
2,"ecek,siniz"
2,"ecek,ler"
2,"iyor,um"
2,"iyor,sun"
2,iyor
2,"iyor,uz"
2,"iyor,sunuz"
2,"iyor,lar"
2,"di,m"
2,"di,n"
2,di
2,"di,k"
2,"di,niz"
2,"di,ler"
2,"iyor,du,m"
